"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Belgium","BEL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.964","13.211","18.447","21.882","21.555","20.503","21.288","20.405","22.585","15.25","15.333","15.651","18.978","17.499","21.475","20.503","18.833","17.968","21.94","22.394","18.729","19.742","23.686","23.213","22.117","20.105","19.262","15.768","14.256","15.347","18.228","16.43","16.087",
"Benin","BEN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.749","1.686","1.634","1.568","1.451","1.377","1.258","1.188","1.093","1.005","0.909","0.827","0.985","1.136","1.31","1.459","1.598","1.715","1.902","2.141","5.454","5.171","4.797","4.497","4.429","4.379","4.214","3.868","3.781","4.24","4.207","3.913","3.888",
"Burkina Faso","BFA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.883","3.923","3.83","3.995","3.951","3.86","3.828","3.869","4.011","4.18","4.268","4.419","4.35","5.428","6.308","5.787","5.228","5.543","5.884","5.981","6.194","6.315","6.653","6.988","7.31","7.529","7.676","7.787","7.682","8.217","7.937","8.019","7.958",
"Bangladesh","BGD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.615","5.76","5.928","6.086","6.251","6.433","7.214","8.015","8.836","9.67","8.804","7.777","6.609","7.74","8.809","7.277","8.105","8.897","9.635","6.367","7.522","8.68","9.863","10.279","10.679","11.051","12.229","12.86","13.516","16.42","16.622","15.938","15.743",
"Bulgaria","BGR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.657","29.728","32.066","25.223","22.043","24.998","27.484","24.672","28.498","33.233","39.061","35.58","27.027","24.456","22.34","19.521","15.134","12.76","16.208","21.935","25.055","28.124","28.403","23.804","21.674","17.239","12.934","12.686","8.902","14.219","15.84","10.752","11.989",
"Bahrain","BHR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.02","3.827","3.531","3.803","3.834","4.019","3.943","3.947","3.996","4.03","4.193","4.336","4.355","4.159","3.992","4.015","4.105","4.327","4.689","4.96","5.274","5.402","5.429","5.362","5.323","5.399","5.49","5.585","5.667","6.502","6.657","5.88","5.818",
"Bahamas, The","BHS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.739","27.085","23.151","25.246","20.979","24.129","22.581","15.881","15.66","15.465","15.025","20.125","24.422","21.616","20.213","16.433","19.02","17.152","26.251","26.827","27.282","30.733","34.838","29.187","24.932","25.933","21.556","24.241","24.422","30.364","27.599","24.724","23.567",
"Bosnia and Herzegovina","BIH","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.612","36.699","38.851","40.61","42.092","43.312","44.829","46.513","48.337","50.189","52.236","54.152","56.192","58.087","60.107","62.097","58.36","47.573","48.93","57.935","58.065","63.487","59.805","63.367","63.152","55.095","46.507","39.454","34.1","37.052","35.327","31.891","26.52",
"Belarus","BLR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.077","5.534","15.104","22.614","31.185","43.052","30.331","24.93","22.782","21.624","20.439","19.214","18.004","16.771","15.571","14.392","13.254","12.103","10.991","10.961","10.952","10.918","10.909","10.877","10.841","10.785","9.378","10.699","10.241","12.06","10.486","10.271","10.228",
"Belize","BLZ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.697","18.854","19.017","21.296","23.96","26.546","25.019","28.217","25.743","21.926","18.513","20.324","20.996","21.513","22.134","19.019","17.21","16.515","16.783","16.94","16.979","16.93","16.922","18.3","16.505","16.582","15.722","17.932","19.86","22.263","19.863","18.015","17.408",
"Bermuda","BMU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.833","4.916","4.941","4.978","4.414","3.949","3.478","3.653","3.948","4.265","4.586","4.731","4.937","5.057","5.192","5.198","5.426","5.59","5.228","5.175","5.14","3.363","5.356","4.607","6.81","6.754","6.639","6.761","6.972","15.388","8.449","6.264","5.264",
"Brazil","BRA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.722","13.072","11.363","12.305","13.207","14.569","16.568","19.186","20.572","20.28","19.981","20.541","21.303","19.955","21.296","19.788","18.689","17.425","19.632","18.097","16.775","15.785","15.635","15.434","19.426","26.513","28.514","27.888","27.035","30.207","28.263","20.69","17.897",
"Barbados","BRB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.672","41.903","43.64","41.862","37.907","27.941","30.139","24.368","22.359","20.794","22.966","22.93","25.846","22.554","21.225","20.455","17.364","19.007","23.572","25.251","26.724","28.709","28.998","32.808","28.653","26.119","26.036","24.055","25.539","29.533","27.795","26.068","24.871",
"Brunei Darussalam","BRN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.139","14.529","14.903","15.217","15.478","15.652","15.851","16.028","16.151","16.25","16.387","16.689","17.052","17.503","18.037","18.58","19.208","19.914","20.715","21.437","22.138","22.826","23.623","24.42","26.258","28.007","29.631","31.46","20.444","27.333","16.452","18.308","18.615",
"Bhutan","BTN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.246","4.278","4.327","4.342","4.366","4.361","4.364","4.37","4.313","4.992","5.662","5.506","5.352","7.406","9.308","9.466","11.342","11.882","12.43","8.788","8.914","6.984","9.39","9.023","10.114","11.685","13.385","15.202","11.561","21.997","20.619","29.592","29.238",
"Botswana","BWA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.191","28.965","32.603","36.247","36.298","36.359","36.913","38.147","34.876","31.824","38.843","43.123","46.738","41.411","36.566","31.704","31.432","31.34","32.155","34.845","34.942","34.502","34.631","34.815","35.124","35.367","35.482","35.085","35.282","41.538","44.484","43.506","45.408",
"Central African Republic","CAF","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.811","11.046","11.208","11.26","11.186","11.113","11.041","10.961","10.927","10.81","10.874","10.851","10.794","10.556","10.447","10.241","10.167","10.029","10.225","10.506","10.294","10.159","10.147","10.258","10.469","10.462","10.526","10.254","10.35","11.542","11.452","10.775","10.705",
"Canada","CAN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.845","17.227","17.201","15.906","14.843","15.414","16.27","15.157","14.069","12.684","12.884","13.633","13.638","13.458","12.405","11.647","11.054","11.411","15.1","14.615","13.954","14.089","13.288","13.241","12.795","12.628","11.268","10.744","10.774","20.157","13.571","10.112","10.591",
"Central Europe and the Baltics","CEB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8473273242675","22.851953630242","25.3401292298235","25.2338801118845","23.9751998630615","22.8563663676269","20.0338948748706","19.6744750061465","23.8560909248258","27.0150357040815","28.9284650161933","30.1176802263665","29.2626447277898","29.26070519272","27.2545944186914","23.8087426480524","18.7160175824003","16.7185158687005","21.6033603889936","24.4750700880288","25.5945311320021","26.2590087831379","26.6545650183113","23.4522766947205","20.7343649449665","17.7094407893873","14.9909240570557","12.676534832526","11.6406414865997","13.616538086324","14.891811959483","13.6752814530821","14.1899159499521",
"Switzerland","CHE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.272","3.01","5.844","5.558","4.654","4.653","5.997","5.774","5.651","4.806","5.625","5.585","8.493","7.706","8.759","7.7","7.082","7.017","8.444","8.215","7.726","8.325","8.742","8.596","8.813","8.577","8.057","7.936","7.992","8.601","8.816","7.5","7.999",
"Channel Islands","CHI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.564","11.877","14.619","15.057","15.355","15.37","14.667","13.196","12.474","10.633","10.52","11.073","12.395","13.12","13.066","12.257","11.345","11.775","16.096","16.911","17.764","20.208","21.259","20.345","18.779","17.384","15.728","13.937","13.691","15.739","15.449","13.218","13.471",
"Chile","CHL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.873","10.243","10.518","12.813","10.755","17.852","17.545","17.818","25.294","24.697","24.514","24.93","24.682","24.484","23.374","22.083","21.61","23.73","26.71","18.943","17.894","16.82","16.566","16.916","15.729","15.734","17.739","18.091","18.967","24.577","20.552","18.411","22.046",
"China","CHN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.366","4.434","5.121","5.626","5.924","6.262","6.567","6.668","6.764","6.835","7.986","8.907","9.609","9.417","9.481","9.319","9.215","9.795","10.144","9.82","9.981","10.167","10.337","10.533","10.712","10.61","10.471","9.711","10.726","12.715","12.414","14.85","15.724",
"Cote d'Ivoire","CIV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.843","8.927","7.822","6.728","5.526","5.5","5.461","5.628","6.027","6.513","6.95","7.346","7.762","7.939","8.149","8.256","8.605","8.798","9.069","9.199","9.782","9.955","6.278","4.685","3.362","2.034","5.181","4.582","3.953","4.32","4.256","4.01","3.978",
"Cameroon","CMR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.155","13.221","13.318","13.032","12.741","12.16","11.884","11.653","11.497","11.385","11.253","10.109","8.908","7.688","6.617","5.588","4.564","5.104","5.694","6.307","6.298","6.259","6.223","6.184","6.184","6.22","6.296","6.362","6.411","6.978","6.841","6.495","6.444",
"Congo, Dem. Rep.","COD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25","5.353","5.434","5.388","5.275","5.151","5.178","5.208","5.245","5.259","5.26","5.178","5.042","4.949","4.915","5.413","5.918","6.422","6.968","7.472","7.982","8.438","8.422","8.389","8.406","8.524","8.641","8.681","8.668","10.026","9.54","8.652","8.595",
"Congo, Rep.","COG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.374","38.509","38.758","39.335","39.428","39.296","39.18","39.317","39.781","39.463","39.562","39.319","39.79","39.911","39.846","39.603","40.257","40.464","40.42","39.744","40.056","40.259","40.945","40.82","41.647","42.294","42.989","43.126","42.579","46.736","45.055","41.72","41.2",
"Colombia","COL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.156","18.08","14.896","15.721","16.395","21.865","22.445","27.566","36.472","37.329","27.419","26.804","25.051","26.213","22.488","22.23","22.1","22.709","23.46","22.507","21.122","20.059","18.721","18.252","17.332","18.3","18.497","19.486","20.692","27.28","24.793","21.026","19.268",
"Comoros","COM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.114","9.689","9.759","9.756","9.935","10.095","9.766","9.857","9.768","9.572","9.562","9.569","9.881","9.918","9.927","9.933","9.996","9.981","9.983","9.902","9.915","9.934","9.925","10.005","10.078","10.119","10.071","10.008","10.08","11.588","10.946","10.94","10.894",
"Cabo Verde","CPV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.155","22.148","22.047","21.665","21.662","21.677","21.992","22.156","22.295","22.422","22.991","23.454","24.055","24.133","24.396","24.59","24.738","25.024","25.602","20.841","22.12","23.339","24.756","26.339","27.937","29.531","31.25","27.104","27.648","33.671","31.137","29.01","28.653",
"Costa Rica","CRI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.147","7.672","8.304","8.28","11.711","12.259","11.895","11.926","13.675","11.285","13.866","14.51","15.103","14.577","15.562","14.309","11.099","11.266","18.391","17.406","22.061","22.401","21.586","24.282","22.412","21.698","20.79","25.138","31.276","40.173","39.256","30.748","24.099",
"Caribbean small states","CSS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7134999740827","31.5383181824153","29.8780226062204","28.3252458682829","27.1137611672294","26.4355700367393","26.8603563552525","25.5683951215386","26.4477389138934","25.2834932291211","24.6350947006807","25.0542840109074","25.4380770987984","24.1869337894575","23.3714590298124","21.6630057546297","21.2133670977209","20.842835949855","22.9928617502071","22.4153141212997","24.1732730764399","25.0444492178142","26.1856647428387","25.1967828586164","23.5265264870124","26.0148714111107","25.2790137082468","25.631586704062","25.8923674750094","30.6723926086306","28.433870410559","25.3939017775547","24.5970780988938",
"Cuba","CUB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.072","15.448","15.767","15.448","15.092","14.764","14.012","12.374","12.433","10.989","8.398","6.744","4.692","3.862","4.185","4.181","3.965","3.406","3.497","6.035","7.691","8.477","8.091","6.598","5.972","4.964","4.302","4.244","3.022","3.165","3.164","3.072","2.987",
"Curacao","CUW","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.686","4.541","5.63","5.365","4.956","5.755","6.153","5.882","9.778","8.909","7.975","7.457","8.618","10.227","13.581","9.899","9.526","8.56","13.304","15.873","21.213","27.312","38.152","35.548","32.487","28.82","24.932","20.567","16.786","18.428","17.132","18.647","17.452",
"Czechia","CZE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.68","5.131","8.418","8.717","7.881","7.155","8.399","12.439","17.019","16.968","16.556","15.983","17.552","20.375","19.246","17.447","10.734","9.878","16.659","18.359","18.077","19.511","18.968","15.852","12.587","10.492","7.937","6.714","5.615","7.946","8.145","6.746","8.283",
"Germany","DEU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.512","5.972","7.672","8.96","8.464","9.629","10.667","9.79","8.883","8.544","7.787","9.285","11.026","12.986","15.535","13.765","11.909","10.56","11.217","9.817","8.519","8.029","7.811","7.732","7.217","7.042","6.753","6.19","5.762","7.124","7.031","5.955","5.96",
"Djibouti","DJI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.139","57.13","58.809","59.2","59.978","60.281","60.694","60.751","60.718","61.387","61.905","62.752","63.541","64.488","65.48","66.644","67.691","68.654","70.16","71.341","71.854","72.097","72.535","73.076","73.319","73.435","74.054","74.867","75.533","81.287","78.955","76.402","76.47",
"Dominica","DMA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.504","12.326","14.602","10.179","9.926","10.587","8.098","7.169","9.889","6.725","8.222","7.036","9.793","7.769","8.591","7.671","7.487","9.463","13.437","15.554","16.302","15.776","14.775","14.196","12.153","12.152","12.39","10.524","10.042","11.584","10.804","10.542","11.662",
"Dominican Republic","DOM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.293","12.143","11.736","11.742","12.051","12.202","12.074","12.131","12.22","12.46","13.507","12.765","13.466","12.939","13.541","10.809","12.369","10.582","12.512","10.835","13.999","14.862","17.433","13.361","16.457","16.776","13.471","14.888","15.886","14.806","16.915","12.893","11.752",
